nominal,data,curs (manat),curs(USA)
1,2016-09-13,39.6598,65.0539
1,2016-09-10,39.1158,64.1617
1,2016-09-09,39.0008,63.9730
1,2016-09-08,39.2492,64.3804
1,2016-09-07,39.6227,64.8306
1,2016-09-06,39.5822,64.7644
1,2016-09-03,39.5630,65.8684
1,2016-09-02,39.1979,65.2566
1,2016-09-01,39.9813,65.2535
1,2016-08-31,39.8693,64.9072
1,2016-08-30,39.9760,65.0810
1,2016-08-27,39.3712,64.7380
1,2016-08-26,39.9790,64.9459
1,2016-08-25,39.5015,64.8140
1,2016-08-24,39.5750,64.7684
1,2016-08-23,39.2324,64.2078
1,2016-08-20,39.5369,63.9391
1,2016-08-19,39.3150,63.5487
1,2016-08-18,39.1978,63.9943
1,2016-08-17,39.6622,63.9514
1,2016-08-16,39.4808,64.2076
1,2016-08-13,39.5600,64.3364
1,2016-08-12,40.0356,64.9497
1,2016-08-11,40.0085,64.8137
1,2016-08-10,40.0772,64.7848
1,2016-08-09,40.2598,65.0799
1,2016-08-06,40.6263,65.5627
1,2016-08-05,41.2206,66.3941
1,2016-08-04,41.5217,66.7420
1,2016-08-03,41.6916,66.8816
1,2016-08-02,41.1963,65.9553
1,2016-07-30,41.8808,67.0512
1,2016-07-29,41.3798,66.1125
1,2016-07-28,41.3874,65.9467
1,2016-07-27,41.3646,65.7408
1,2016-07-26,40.9270,64.9184
1,2016-07-23,41.1009,64.6270
1,2016-07-22,40.3120,63.7373
1,2016-07-21,40.2912,63.4183
1,2016-07-20,40.0975,62.9891
1,2016-07-19,40.2573,63.1154
1,2016-07-16,40.3408,63.1697
1,2016-07-15,40.5132,63.5773
1,2016-07-14,41.0657,63.8531
1,2016-07-13,40.8717,63.9029
1,2016-07-12,41.1475,64.2024
1,2016-07-09,41.2592,64.2488
1,2016-07-08,41.5235,64.0500
1,2016-07-07,41.8998,64.6304
1,2016-07-06,41.3536,64.2676
1,2016-07-05,40.9783,63.6844
1,2016-07-02,41.1920,64.0165
1,2016-07-01,41.3769,64.1755
1,2016-06-30,41.5127,64.2575
1,2016-06-29,41.9560,64.8095
1,2016-06-28,42.4333,65.0588
1,2016-06-25,42.7398,65.5287
1,2016-06-24,41.6993,64.3212
1,2016-06-23,41.5197,63.7162
1,2016-06-22,42.1091,64.1743
1,2016-06-21,41.9671,64.1509
1,2016-06-18,42.8945,65.4398
1,2016-06-17,43.2561,65.8618
1,2016-06-16,43.5950,65.9156
1,2016-06-15,43.4526,66.0306
1,2016-06-11,42.5989,64.7077
1,2016-06-10,42.0450,63.7402
1,2016-06-09,42.8569,64.6797
1,2016-06-08,43.2937,65.2089
1,2016-06-07,43.7662,65.7894
1,2016-06-04,44.5627,66.8529
1,2016-06-03,44.5826,66.7491
1,2016-06-02,44.6995,66.6156
1,2016-06-01,44.3195,65.9962
1,2016-05-31,44.3328,66.0825
1,2016-05-28,44.3498,66.0413
1,2016-05-27,43.7626,65.2062
1,2016-05-26,44.2248,65.8949
1,2016-05-25,44.7742,67.0493
1,2016-05-24,44.8718,67.0475
1,2016-05-21,44.3344,66.3775
1,2016-05-20,44.0907,66.2110
1,2016-05-19,43.3270,65.0641
1,2016-05-18,42.9148,64.5138
1,2016-05-17,43.2597,64.8895
1,2016-05-14,43.0631,64.9306
1,2016-05-13,43.0545,64.9607
1,2016-05-12,43.9480,66.2428
1,2016-05-11,44.0511,66.3277
1,2016-05-07,43.8799,66.1928
1,2016-05-06,43.7325,65.8918
1,2016-05-05,43.8834,66.1718
1,2016-04-30,42.7266,64.3334
1,2016-04-29,43.2474,65.1133
1,2016-04-28,43.3458,65.1618
1,2016-04-27,44.2862,66.4559
1,2016-04-26,44.3133,66.6295
1,2016-04-23,44.1465,66.2198
1,2016-04-22,42.9835,65.0254
1,2016-04-21,43.6518,66.0364
1,2016-04-20,43.2830,65.6474
1,2016-04-19,45.0138,68.2724
1,2016-04-16,43.3994,66.0452
1,2016-04-15,43.6952,66.4954
1,2016-04-14,43.0858,65.7662
1,2016-04-13,43.4654,66.3456
1,2016-04-12,43.9616,67.1250
1,2016-04-09,44.2953,67.4662
1,2016-04-08,44.6232,67.7960
1,2016-04-07,45.1840,68.5215
1,2016-04-06,45.4270,68.8901
1,2016-04-05,45.4984,68.6753
1,2016-04-02,44.0182,67.1410
1,2016-04-01,44.0018,67.8552
1,2016-03-31,43.3771,67.6076
1,2016-03-30,43.6456,68.7549
1,2016-03-29,41.9357,67.7807
1,2016-03-26,42.7743,68.4346
1,2016-03-25,43.0911,68.9328
1,2016-03-24,42.3523,67.6409
1,2016-03-23,42.4372,67.7764
1,2016-03-22,43.0108,68.8086
1,2016-03-19,42.3205,68.4026
1,2016-03-18,42.0741,68.5598
1,2016-03-17,43.3532,71.0256
1,2016-03-16,42.7002,70.5408
1,2016-03-15,42.2412,70.1542
1,2016-03-12,42.2136,70.3067
1,2016-03-11,42.9227,71.0928
1,2016-03-10,43.9317,72.3775
1,2016-03-05,44.9929,73.1854
1,2016-03-04,46.0710,73.8242
1,2016-03-03,46.1747,73.6256
1,2016-03-02,47.2070,74.0536
1,2016-03-01,48.4825,75.8994
1,2016-02-27,48.0609,75.0903
1,2016-02-26,48.9071,76.3929
1,2016-02-25,48.9917,76.3928
1,2016-02-21,49.3902,77.1326
1,2016-02-20,48.8428,76.3657
1,2016-02-19,48.2341,75.4575
1,2016-02-18,49.6653,77.8503
1,2016-02-17,48.6287,76.2450
1,2016-02-16,49.5062,77.7792
1,2016-02-13,50.0473,79.4951
1,2016-02-12,50.5233,79.1144
1,2016-02-11,50.3559,79.0689
1,2016-02-10,49.8388,78.6805
1,2016-02-09,48.5880,76.8614
1,2016-02-06,48.7863,77.3409
1,2016-02-05,47.4000,76.4609
1,2016-02-04,49.0770,79.2593
1,2016-02-03,48.8879,77.9273
1,2016-02-02,47.7876,76.3264
1,2016-01-30,46.9592,75.1723
1,2016-01-29,47.4385,77.3674
1,2016-01-28,48.3724,78.9969
1,2016-01-27,50.9839,81.8394
1,2016-01-26,47.6257,77.7965
1,2016-01-23,49.4030,80.5714
1,2016-01-22,51.2547,83.5913
1,2016-01-21,49.7473,79.4614
1,2016-01-20,48.1245,78.4862
1,2016-01-19,49.5701,78.6678
1,2016-01-16,47.9100,76.5650
1,2016-01-15,47.8837,76.5230
1,2016-01-14,48.7358,76.4275
1,2016-01-13,48.8391,76.6041
1,2016-01-12,48.5556,75.9507
1,2016-01-01,46.6871,72.9299
1,2015-12-31,46.7377,72.8827
1,2015-12-30,46.5442,72.5066
1,2015-12-29,45.4897,70.7865
1,2015-12-26,45.2181,70.2690
1,2015-12-25,44.7685,69.5165
1,2015-12-24,45.6956,70.9333
1,2015-12-23,45.8520,71.1211
1,2015-12-22,68.1022,71.2553
1,2015-12-19,67.9317,71.3215
1,2015-12-18,67.2260,70.5806
1,2015-12-17,67.2859,70.4012
1,2015-12-16,67.5145,70.8295
1,2015-12-15,66.9186,70.2244
1,2015-12-12,65.9128,69.1755
1,2015-12-11,65.9694,69.2151
1,2015-12-10,65.9299,69.2000
1,2015-12-09,66.0025,69.3026
1,2015-12-08,65.2592,68.5156
1,2015-12-05,64.4781,67.6698
1,2015-12-04,64.4683,67.7691
1,2015-12-03,63.4956,66.7402
1,2015-12-02,63.0252,66.2584
1,2015-12-01,63.4865,66.7370
1,2015-11-28,63.2960,66.2393
1,2015-11-27,62.7650,65.6836
1,2015-11-26,62.3075,65.4789
1,2015-11-25,62.4367,65.6210
1,2015-11-24,62.4082,65.5973
1,2015-11-21,61.9791,64.8673
1,2015-11-20,61.7856,64.9120
1,2015-11-19,61.8942,64.7785
1,2015-11-18,62.5704,65.4799
1,2015-11-17,63.2598,66.4607
1,2015-11-14,63.4492,66.6343
1,2015-11-13,62.3194,65.4541
1,2015-11-12,61.4712,64.5693
1,2015-11-11,61.3187,64.3908
1,2015-11-10,61.5933,64.6606
1,2015-11-07,60.8535,63.6832
1,2015-11-06,60.3858,63.3991
1,2015-11-04,60.8641,63.8525
1,2015-11-03,60.8134,63.7993
1,2015-10-31,61.3497,64.3742
1,2015-10-30,61.1362,64.1686
1,2015-10-29,62.2649,65.3159
1,2015-10-28,60.5400,63.5004
1,2015-10-27,59.5842,62.5038
1,2015-10-24,59.0527,61.9286
1,2015-10-23,59.9416,62.7888
1,2015-10-22,59.7965,62.6309
1,2015-10-21,59.3375,62.1620
1,2015-10-20,58.6614,61.4419
1,2015-10-17,58.6435,61.3587
1,2015-10-16,59.4549,62.2433
1,2015-10-15,60.2738,63.1248
1,2015-10-14,59.4021,62.2237
1,2015-10-13,58.3860,61.1535
1,2015-10-10,58.5675,61.2967
1,2015-10-09,59.4410,62.2942
1,2015-10-08,59.8455,62.7061
1,2015-10-07,62.0969,65.0962
1,2015-10-06,62.6131,65.6248
1,2015-10-03,62.9032,65.9414
1,2015-10-02,62.0254,65.0336
1,2015-10-01,62.7256,65.7364
1,2015-09-30,63.2030,66.2367
1,2015-09-29,62.5269,65.5470
1,2015-09-26,62.6349,65.6727
1,2015-09-25,63.4383,66.5151
1,2015-09-24,62.9862,66.0410
1,2015-09-23,63.1317,66.1747
1,2015-09-22,63.1400,66.1455
1,2015-09-19,62.6797,65.6445
1,2015-09-18,62.3865,65.3623
1,2015-09-17,62.9197,65.9273
1,2015-09-16,64.1856,67.1574
1,2015-09-15,64.8755,67.9571
1,2015-09-12,64.9068,68.0093
1,2015-09-11,65.3464,68.4961
1,2015-09-10,64.5062,67.6219
1,2015-09-09,65.7365,68.7932
1,2015-09-08,65.3185,68.4864
1,2015-09-05,64.5480,67.6850
1,2015-09-04,63.9349,67.0102
1,2015-09-03,63.6278,66.6756
1,2015-09-02,62.3623,65.3495
1,2015-09-01,63.6595,66.7152
1,2015-08-29,63.4392,66.4779
1,2015-08-28,64.3888,67.4473
1,2015-08-27,66.2216,69.3142
1,2015-08-26,66.8317,69.9461
1,2015-08-25,67.5707,70.7465
1,2015-08-22,65.0077,68.1216
1,2015-08-21,63.8573,66.9608
1,2015-08-20,62.5568,65.7222
1,2015-08-19,62.6703,65.8289
1,2015-08-18,62.4556,65.5034
1,2015-08-15,61.9326,64.9363
1,2015-08-14,61.0384,63.9988
1,2015-08-13,61.9858,65.0169
1,2015-08-12,60.2400,63.2098
1,2015-08-11,61.5965,64.4977
1,2015-08-08,60.8173,63.8399
1,2015-08-07,60.7480,63.8644
1,2015-08-06,59.7375,62.7184
1,2015-08-05,59.8594,62.9182
1,2015-08-04,59.4421,62.4677
1,2015-08-01,57.4120,60.3458
1,2015-07-31,56.2190,58.9906
1,2015-07-30,56.9856,59.7665
1,2015-07-29,57.3390,60.2231
1,2015-07-28,56.0252,58.7816
1,2015-07-25,55.2264,58.0374
1,2015-07-24,54.5745,57.3578
1,2015-07-23,54.2561,57.0232
1,2015-07-22,54.2158,57.0025
1,2015-07-21,54.1530,56.8336
1,2015-07-18,54.1613,56.8423
1,2015-07-17,54.1869,56.9504
1,2015-07-16,54.0071,56.6642
1,2015-07-15,54.3056,56.9774
1,2015-07-14,53.9843,56.6079
1,2015-07-11,53.9597,56.6685
1,2015-07-10,54.3290,56.9803
1,2015-07-09,54.5343,57.2174
1,2015-07-08,54.5464,57.2192
1,2015-07-07,53.7762,56.4112
1,2015-07-04,53.1291,55.6049
1,2015-07-03,52.9851,55.6555
1,2015-07-02,52.9095,55.4756
1,2015-07-01,53.2684,55.8413
1,2015-06-30,52.9254,55.5240
1,2015-06-27,52.4071,54.8126
1,2015-06-26,52.0918,54.6026
1,2015-06-25,51.5094,54.0746
1,2015-06-24,51.7302,54.2081
1,2015-06-23,51.0649,53.5569
1,2015-06-20,51.3659,53.8006
1,2015-06-19,50.9167,53.3301
1,2015-06-18,51.4361,53.8999
1,2015-06-17,51.6841,54.0409
1,2015-06-16,52.7416,55.2679
1,2015-06-12,51.9715,54.5285
1,2015-06-11,52.3210,54.8219
1,2015-06-10,53.3696,55.9100
1,2015-06-09,53.5891,56.0435
1,2015-06-06,53.6599,56.2463
1,2015-06-05,52.4771,54.9908
1,2015-06-04,50.5372,53.0590
1,2015-06-03,50.9159,53.4413
1,2015-06-02,50.3348,52.8213
1,2015-05-30,50.4780,52.9716
1,2015-05-29,49.8102,52.2907
1,2015-05-28,48.5976,51.0178
1,2015-05-27,47.8804,50.3223
1,2015-05-26,47.4508,49.8613
1,2015-05-23,47.5868,49.7901
1,2015-05-22,47.6067,49.9204
1,2015-05-21,47.4887,49.7919
1,2015-05-20,46.9387,49.1777
1,2015-05-19,47.0036,49.2175
1,2015-05-16,47.7574,50.0115
1,2015-05-15,47.8112,50.0774
1,2015-05-14,47.2002,49.5366
1,2015-05-13,48.6843,50.9140
1,2015-05-09,48.4174,50.7511
1,2015-05-08,48.0778,50.3615
1,2015-05-07,47.6197,49.9816
1,2015-05-06,49.3633,51.7574
1,2015-05-01,48.7640,51.1388
1,2015-04-30,49.1987,51.7029
1,2015-04-29,49.7518,52.3041
1,2015-04-28,48.9528,51.4690
1,2015-04-25,47.7772,50.2473
1,2015-04-24,49.1158,51.6011
1,2015-04-23,50.9985,53.6555
1,2015-04-22,51.3001,53.9728
1,2015-04-21,48.9880,51.5207
1,2015-04-18,48.1050,50.5295
1,2015-04-17,47.2105,49.6749
1,2015-04-16,47.9796,50.5033
1,2015-04-15,49.3636,51.9749
1,2015-04-14,49.6797,52.4220
1,2015-04-11,48.4744,51.0678
1,2015-04-10,49.8978,52.5424
1,2015-04-09,51.3711,54.0270
1,2015-04-08,52.7180,55.3328
1,2015-04-07,53.8659,56.5161
1,2015-04-04,54.1230,56.7534
1,2015-04-03,54.3540,56.9902
1,2015-04-02,55.6544,58.3536
1,2015-04-01,54.9833,57.6500
1,2015-03-31,55.7387,58.4643
1,2015-03-28,55.1734,57.7279
1,2015-03-27,53.8118,56.4271
1,2015-03-26,54.7281,57.3879
1,2015-03-25,56.0471,58.7710
1,2015-03-24,56.6901,59.4452
1,2015-03-21,57.2517,60.0341
1,2015-03-20,57.0578,59.8308
1,2015-03-19,58.4938,61.3483
1,2015-03-18,58.8778,61.7510
1,2015-03-17,59.2353,62.1497
1,2015-03-14,58.4581,61.3167
1,2015-03-13,58.1176,60.9595
1,2015-03-12,59.7120,62.6797
1,2015-03-11,57.7981,60.6649
1,2015-03-07,57.1642,59.9938
1,2015-03-06,58.9343,61.8457
1,2015-03-05,58.9393,61.8745
1,2015-03-04,59.4178,62.3649
1,2015-03-03,59.2279,62.2248
1,2015-02-28,58.4766,61.2718
1,2015-02-27,57.8144,60.7109
1,2015-02-26,59.6555,62.5906
1,2015-02-25,60.4496,63.5083
1,2015-02-21,78.4887,61.7235
1,2015-02-20,79.1272,62.1307
1,2015-02-19,79.4906,62.4001
1,2015-02-18,80.0654,62.8353
1,2015-02-17,79.9377,62.6632
1,2015-02-14,83.0817,65.0862
1,2015-02-13,84.2675,66.0994
1,2015-02-12,84.2153,66.0585
1,2015-02-11,83.5421,65.4469
1,2015-02-10,83.9695,65.7817
1,2015-02-07,84.1958,66.0432
1,2015-02-06,87.5814,68.6113
1,2015-02-05,83.5423,65.4470
1,2015-02-04,86.5110,67.7727
1,2015-02-03,88.9593,69.6640
1,2015-01-31,88.0208,68.9291
1,2015-01-30,87.7670,68.7303
1,2015-01-29,85.6076,67.1506
1,2015-01-28,86.5985,67.8153
1,2015-01-27,83.6228,65.5937
1,2015-01-24,80.9513,63.3930
1,2015-01-23,83.5142,65.4000
1,2015-01-22,83.7132,65.5558
1,2015-01-21,82.8483,64.9862
1,2015-01-20,82.8317,64.9732
1,2015-01-17,83.2254,65.1738
1,2015-01-16,82.7911,64.8337
1,2015-01-15,84.4060,66.0983
1,2015-01-14,82.8023,64.8425
1,2015-01-13,79.9800,62.7363
1,2015-01-01,71.6951,56.2376
1,2014-12-31,71.8406,56.2584
1,2014-12-30,72.3791,56.6801
1,2014-12-27,66.3364,52.0343
1,2014-12-26,67.1892,52.6159
1,2014-12-25,69.4688,54.4913
1,2014-12-24,69.5674,54.5687
1,2014-12-23,71.9028,56.4940
1,2014-12-20,77.4901,60.6825
1,2014-12-19,76.1115,59.6029
1,2014-12-18,86.5489,67.7851
1,2014-12-17,78.0787,61.1512
1,2014-12-16,74.3736,58.3461
1,2014-12-13,72.6496,56.8919
1,2014-12-12,69.8447,54.7932
1,2014-12-11,69.3089,54.2758
1,2014-12-10,69.2269,54.2116
1,2014-12-09,68.0729,53.3079
1,2014-12-06,67.7408,53.1088
1,2014-12-05,67.1679,52.6932
1,2014-12-04,69.4535,54.3821
1,2014-12-03,64.7218,50.7678
1,2014-12-02,66.1645,51.8068
1,2014-11-29,62.9911,49.3220
1,2014-11-28,60.8722,47.6629
1,2014-11-27,59.2904,46.4244
1,2014-11-26,57.4404,44.9758
1,2014-11-25,57.0948,44.7852
1,2014-11-22,58.4164,45.7926
1,2014-11-21,59.5419,46.7047
1,2014-11-20,59.9482,47.0294
1,2014-11-19,59.9231,46.9797
1,2014-11-18,60.3890,47.3329
1,2014-11-15,60.4644,47.3920
1,2014-11-14,58.8382,46.1233
1,2014-11-13,59.1120,46.3379
1,2014-11-12,58.6197,45.9520
1,2014-11-11,58.5439,45.8926
1,2014-11-08,61.0759,47.8774
1,2014-11-07,57.6418,45.1854
1,2014-11-06,56.6390,44.3993
1,2014-11-01,53.5375,41.9627
1,2014-10-31,55.3640,43.3943
1,2014-10-30,54.4176,42.6525
1,2014-10-29,54.0870,42.3934
1,2014-10-28,53.5209,41.9497
1,2014-10-25,53.3428,41.8101
1,2014-10-24,52.9418,41.4958
1,2014-10-23,52.2673,40.9671
1,2014-10-22,52.3732,41.0501
1,2014-10-21,52.1581,40.8815
1,2014-10-18,52.4068,41.0450
1,2014-10-17,52.0246,40.7457
1,2014-10-16,52.2748,40.9416
1,2014-10-15,51.7497,40.5304
1,2014-10-14,51.4810,40.3251
1,2014-10-11,51.3373,40.2125
1,2014-10-10,51.0405,39.9800
1,2014-10-09,51.0429,39.9819
1,2014-10-08,50.7362,39.7417
1,2014-10-07,51.0430,39.9820
1,2014-10-04,50.6805,39.6980
1,2014-10-03,50.4946,39.5474
1,2014-10-02,50.6389,39.6604
1,2014-10-01,50.2855,39.3836
1,2014-09-30,50.2893,39.3866
1,2014-09-27,49.4437,38.7243
1,2014-09-26,48.9028,38.3007
1,2014-09-25,49.0079,38.3830
1,2014-09-24,49.3708,38.6672
1,2014-09-23,49.2572,38.5782
1,2014-09-20,49.0467,38.4134
1,2014-09-19,49.0563,38.4209
1,2014-09-18,48.9944,38.3724
1,2014-09-17,49.4201,38.7058
1,2014-09-16,48.5011,37.9861
1,2014-09-13,48.0778,37.6545
1,2014-09-12,47.7219,37.3758
1,2014-09-11,47.4582,37.1693
1,2014-09-10,47.2754,37.0261
1,2014-09-09,47.3527,37.0866
1,2014-09-06,47.1424,36.9219
1,2014-09-05,46.9856,36.8038
1,2014-09-04,47.6424,37.3183
1,2014-09-03,47.5771,37.3480
1,2014-09-02,47.5089,37.2945
1,2014-08-30,47.0466,36.9316
1,2014-08-29,46.2488,36.3053
1,2014-08-28,46.1378,36.1397
1,2014-08-27,46.1328,36.1358
1,2014-08-26,46.1127,36.1201
1,2014-08-23,45.9628,36.0027
1,2014-08-22,46.3947,36.3317
1,2014-08-21,46.2572,36.2240
1,2014-08-20,46.1108,36.1094
1,2014-08-19,46.0087,36.0294
1,2014-08-16,45.9729,36.0014
1,2014-08-15,46.0157,36.0395
1,2014-08-14,46.2490,36.2222
1,2014-08-13,46.0789,36.0890
1,2014-08-12,46.0259,36.0475
1,2014-08-09,46.5349,36.4461
1,2014-08-08,46.2840,36.2496
1,2014-08-07,46.1060,36.1102
1,2014-08-06,45.7082,35.7987
1,2014-08-05,45.5376,35.6605
1,2014-08-02,45.6228,35.7272
1,2014-08-01,45.2609,35.4438
1,2014-07-31,45.6227,35.7271
1,2014-07-30,45.4978,35.6339
1,2014-07-29,45.1299,35.3457
1,2014-07-26,44.7568,35.0535
1,2014-07-25,44.7888,35.0786
1,2014-07-24,44.4460,34.8101
1,2014-07-23,44.7379,35.0387
1,2014-07-22,44.8034,35.0900
1,2014-07-19,44.8962,35.1627
1,2014-07-18,44.4328,34.7998
1,2014-07-17,43.8980,34.3853
1,2014-07-16,43.8814,34.3723
1,2014-07-15,43.8063,34.3135
1,2014-07-12,43.4804,34.0582
1,2014-07-11,43.1958,33.8353
1,2014-07-10,43.5029,34.0758
1,2014-07-09,43.9497,34.4258
1,2014-07-08,44.1326,34.5691
1,2014-07-05,43.8192,34.3236
1,2014-07-04,43.6549,34.1949
1,2014-07-03,43.7248,34.2496
1,2014-07-02,43.7021,34.2275
1,2014-07-01,43.2117,33.8434
1,2014-06-28,42.9400,33.6306
1,2014-06-27,43.0935,33.7508
1,2014-06-26,43.2929,33.9070
1,2014-06-25,43.3876,33.9812
1,2014-06-24,43.7688,34.2797
1,2014-06-21,43.9466,34.4190
1,2014-06-20,43.8035,34.3025
1,2014-06-19,44.4684,34.8232
1,2014-06-18,44.4509,34.8095
1,2014-06-17,44.1392,34.5654
1,2014-06-12,43.8293,34.3227
1,2014-06-11,43.8872,34.3681
1,2014-06-10,43.8334,34.3303
1,2014-06-07,44.2509,34.6573
1,2014-06-06,44.5606,34.9043
1,2014-06-05,44.8612,35.1398
1,2014-06-04,44.6974,35.0115
1,2014-06-03,44.5407,34.8887
1,2014-05-31,44.3447,34.7352
1,2014-05-30,44.2335,34.6481
1,2014-05-29,44.0310,34.4895
1,2014-05-28,43.7343,34.2571
1,2014-05-27,43.5045,34.0771
1,2014-05-24,43.8068,34.3139
1,2014-05-23,43.7638,34.2802
1,2014-05-22,44.0544,34.5078
1,2014-05-21,44.1730,34.6007
1,2014-05-20,44.3501,34.7394
1,2014-05-17,44.4011,34.7794
1,2014-05-16,44.3004,34.7005
1,2014-05-15,44.3169,34.7090
1,2014-05-14,44.5338,34.8789
1,2014-05-13,44.9554,35.2091
1,2014-05-09,44.7265,35.0343
1,2014-05-08,45.3232,35.4971
1,2014-05-07,45.5248,35.6550
1,2014-05-06,45.7586,35.8381
1,2014-05-01,45.6112,35.7227
1,2014-04-30,45.5801,35.6983
1,2014-04-29,45.9966,36.0245
1,2014-04-26,45.8745,35.9289
1,2014-04-25,45.5605,35.6830
1,2014-04-24,45.5343,35.6625
1,2014-04-23,45.5548,35.6785
1,2014-04-22,45.5075,35.6688
1,2014-04-19,45.3418,35.5389
1,2014-04-18,45.8391,35.9287
1,2014-04-17,46.0691,36.0813
1,2014-04-16,45.8835,35.9635
1,2014-04-15,45.9161,35.9890
1,2014-04-12,45.4793,35.6239
1,2014-04-11,45.3953,35.5581
1,2014-04-10,45.6393,35.7493
1,2014-04-09,43.2557,35.5475
1,2014-04-08,43.3858,35.4679
1,2014-04-05,43.6559,35.5010
1,2014-04-04,43.9275,35.5154
1,2014-04-03,43.8018,35.2517
1,2014-04-02,43.9669,35.0240
1,2014-04-01,45.4613,35.6053
1,2014-03-29,45.5658,35.6871
1,2014-03-28,45.4303,35.5810
1,2014-03-27,45.2623,35.4494
1,2014-03-26,45.8779,35.9316
1,2014-03-25,46.1776,36.1663
1,2014-03-22,46.4788,36.4022
1,2014-03-21,46.1033,36.1081
1,2014-03-20,46.2296,36.2070
1,2014-03-19,46.5382,36.4487
1,2014-03-18,46.7958,36.6505
1,2014-03-15,46.7753,36.6391
1,2014-03-14,46.5423,36.4566
1,2014-03-13,46.5805,36.4865
1,2014-03-12,46.4720,36.4015
1,2014-03-08,46.2936,36.2618
1,2014-03-07,46.1191,36.1251
1,2014-03-06,46.0678,36.0849
1,2014-03-05,46.3690,36.3208
1,2014-03-04,46.4425,36.3784
1,2014-03-01,46.1952,36.1847
1,2014-02-28,46.0175,36.0501
1,2014-02-27,45.6819,35.7872
1,2014-02-26,45.4007,35.5669
1,2014-02-25,45.3296,35.5112
1,2014-02-22,45.5544,35.6828
1,2014-02-21,45.6619,35.7670
1,2014-02-20,45.4305,35.5857
1,2014-02-19,44.9874,35.2386
1,2014-02-18,44.8074,35.0976
1,2014-02-15,45.0094,35.2559
1,2014-02-14,44.5054,34.8611
1,2014-02-13,44.3757,34.7595
1,2014-02-12,44.4285,34.7964
1,2014-02-11,44.3923,34.7636
1,2014-02-08,44.1890,34.6044
1,2014-02-07,44.3477,34.7287
1,2014-02-06,44.6421,34.9592
1,2014-02-05,45.2691,35.4502
1,2014-02-04,44.9939,35.2347
1,2014-02-01,44.9240,35.1800
1,2014-01-31,45.0010,35.2448
1,2014-01-30,44.1309,34.5633
1,2014-01-29,44.2097,34.6250
1,2014-01-28,44.3173,34.7093
1,2014-01-25,43.7436,34.2600
1,2014-01-24,43.4487,34.0334
1,2014-01-23,43.2386,33.8688
1,2014-01-22,43.1713,33.8161
1,2014-01-21,42.9502,33.6429
1,2014-01-18,42.6839,33.4343
1,2014-01-17,42.6363,33.4013
1,2014-01-16,42.5788,33.3562
1,2014-01-15,42.4341,33.2386
1,2014-01-14,42.2832,33.1204
1,2014-01-11,42.3927,33.2062
1,2014-01-10,42.3215,33.1547
1,2014-01-01,41.6884,32.6587
1,2013-12-31,41.7784,32.7292
1,2013-12-28,41.6495,32.6282
1,2013-12-27,41.7041,32.6710
1,2013-12-26,41.6756,32.6487
1,2013-12-25,41.6497,32.6284
1,2013-12-24,42.0610,32.9506
1,2013-12-21,42.0983,32.9798
1,2013-12-20,42.0691,32.9527
1,2013-12-19,42.0265,32.9404
1,2013-12-18,41.9566,32.8646
1,2013-12-17,41.9581,32.8658
1,2013-12-14,41.9588,32.8663
1,2013-12-13,41.8179,32.7518
1,2013-12-12,41.7920,32.7315
1,2013-12-11,41.8601,32.7848
1,2013-12-10,41.8516,32.7782
1,2013-12-07,42.0728,32.9514
1,2013-12-06,42.2804,33.1140
1,2013-12-05,42.4709,33.2632
1,2013-12-04,42.4435,33.2460
1,2013-12-03,42.3187,33.1482
1,2013-11-30,42.3741,33.1916
1,2013-11-29,42.2995,33.1332
1,2013-11-28,42.1347,33.0041
1,2013-11-27,42.1140,32.9879
1,2013-11-26,41.8454,32.7733
1,2013-11-23,42.0142,32.9055
1,2013-11-22,42.1578,33.0180
1,2013-11-21,41.8050,32.7417
1,2013-11-20,41.6313,32.6098
1,2013-11-19,41.5751,32.5658
1,2013-11-16,41.7271,32.6807
1,2013-11-15,41.7357,32.6874
1,2013-11-14,41.9030,32.8184
1,2013-11-13,41.8892,32.8076
1,2013-11-12,41.7035,32.6622
1,2013-11-09,41.5576,32.5479
1,2013-11-08,41.3436,32.3803
1,2013-11-07,41.4340,32.4511
1,2013-11-06,41.3008,32.3509
1,2013-11-02,41.0836,32.1808
1,2013-11-01,40.9443,32.0758
1,2013-10-31,40.9258,32.0613
1,2013-10-30,40.7767,31.9445
1,2013-10-29,40.6127,31.8119
1,2013-10-26,40.4411,31.6775
1,2013-10-25,40.4210,31.6618
1,2013-10-24,40.5322,31.7448
1,2013-10-23,40.7745,31.9346
1,2013-10-22,40.7320,31.9013
1,2013-10-19,40.6614,31.8460
1,2013-10-18,40.9622,32.0816
1,2013-10-17,41.1850,32.2561
1,2013-10-16,41.1997,32.2676
1,2013-10-15,41.1980,32.2663
1,2013-10-12,41.1304,32.2133
1,2013-10-11,41.2920,32.3564
1,2013-10-10,41.2990,32.3619
1,2013-10-09,41.2180,32.2984
1,2013-10-08,41.2112,32.2931
1,2013-10-05,40.9602,32.1005
1,2013-10-04,40.9915,32.1250
1,2013-10-03,41.2121,32.2979
1,2013-10-02,41.2103,32.2965
1,2013-10-01,41.4494,32.4839
1,2013-09-28,41.2723,32.3451
1,2013-09-27,41.0535,32.1736
1,2013-09-26,40.7533,31.9343
1,2013-09-25,40.6032,31.8167
1,2013-09-24,40.7127,31.9106
1,2013-09-21,40.4959,31.7326
