nominal,data,curs (manat),curs(USA)
1,2013-09-20,40.3078,31.5892
1,2013-09-19,41.1446,32.2450
1,2013-09-18,41.2450,32.3237
1,2013-09-17,41.2029,32.2907
1,2013-09-14,41.7770,32.7406
1,2013-09-13,41.6908,32.6731
1,2013-09-12,42.0499,32.9629
1,2013-09-11,42.1845,33.0600
1,2013-09-10,42.5163,33.3243
1,2013-09-07,42.6669,33.4338
1,2013-09-06,42.6112,33.3901
1,2013-09-05,42.7075,33.4656
1,2013-09-04,42.5846,33.3693
1,2013-09-03,42.4352,33.2522
1,2013-08-31,42.4182,33.2474
1,2013-08-30,42.3301,33.1783
1,2013-08-29,42.3320,33.1798
1,2013-08-28,42.2426,33.1224
1,2013-08-27,42.0470,32.9564
1,2013-08-24,42.1730,33.0552
1,2013-08-23,42.3460,33.1908
1,2013-08-22,42.0690,32.9737
1,2013-08-21,42.0980,33.0006
1,2013-08-20,41.9985,32.9226
1,2013-08-17,42.0233,32.9421
1,2013-08-16,42.0977,33.0004
1,2013-08-15,42.3153,33.1583
1,2013-08-14,42.1569,33.0426
1,2013-08-13,41.9742,32.8910
1,2013-08-10,41.9354,32.8606
1,2013-08-09,42.0369,32.9401
1,2013-08-08,42.0939,32.9848
1,2013-08-07,42.0355,32.9390
1,2013-08-06,41.9562,32.8811
1,2013-08-03,42.2327,33.0978
1,2013-08-02,42.0749,32.9741
1,2013-08-01,42.1501,33.0330
1,2013-07-31,41.9677,32.8901
1,2013-07-30,41.9344,32.8556
1,2013-07-27,41.6555,32.6371
1,2013-07-26,41.5232,32.5376
1,2013-07-25,41.2790,32.3462
1,2013-07-24,41.2335,32.3106
1,2013-07-23,41.2501,32.3236
1,2013-07-20,41.3844,32.4288
1,2013-07-19,41.3474,32.3998
1,2013-07-18,41.4148,32.4526
1,2013-07-17,41.5285,32.5417
1,2013-07-16,41.6256,32.6220
1,2013-07-13,41.6523,32.6429
1,2013-07-12,41.5859,32.5867
1,2013-07-11,42.0000,32.9112
1,2013-07-10,42.2208,33.0842
1,2013-07-09,42.5230,33.3210
1,2013-07-06,42.4001,33.2247
1,2013-07-05,42.3181,33.1605
1,2013-07-04,42.3946,33.2204
1,2013-07-03,42.0410,32.9475
1,2013-07-02,41.9187,32.8517
1,2013-06-29,41.7366,32.7090
1,2013-06-28,41.9505,32.8766
1,2013-06-27,41.9645,32.8876
1,2013-06-26,41.7430,32.7140
1,2013-06-25,41.9927,32.9097
1,2013-06-22,41.7804,32.7433
1,2013-06-21,41.7251,32.7041
1,2013-06-20,40.9800,32.1201
1,2013-06-19,40.6767,31.8824
1,2013-06-18,40.4172,31.6790
1,2013-06-15,40.5753,31.8029
1,2013-06-14,41.2585,32.3467
1,2013-06-12,41.3203,32.3951
1,2013-06-11,41.2304,32.3246
1,2013-06-08,41.1221,32.2397
1,2013-06-07,41.0034,32.1385
1,2013-06-06,40.8033,31.9816
1,2013-06-05,40.6155,31.8344
1,2013-06-04,40.8889,32.0487
1,2013-06-01,40.5689,31.7979
1,2013-05-31,40.3028,31.5893
1,2013-05-30,40.2147,31.5203
1,2013-05-29,40.0337,31.3784
1,2013-05-28,39.9368,31.3025
1,2013-05-25,39.9546,31.3164
1,2013-05-24,40.1520,31.4711
1,2013-05-23,39.8367,31.2280
1,2013-05-22,39.7717,31.1770
1,2013-05-21,39.9804,31.3406
1,2013-05-18,40.0524,31.3931
1,2013-05-17,40.0824,31.4166
1,2013-05-16,40.0971,31.4281
1,2013-05-15,39.9053,31.2778
1,2013-05-14,40.0379,31.3777
1,2013-05-09,39.6617,31.0829
1,2013-05-08,39.6566,31.0789
1,2013-05-07,39.6630,31.0839
1,2013-05-01,39.6061,31.0433
1,2013-04-30,39.8774,31.2559
1,2013-04-27,39.8311,31.2196
1,2013-04-26,39.9603,31.3169
1,2013-04-25,40.3110,31.5917
1,2013-04-24,40.3641,31.6414
1,2013-04-23,40.2684,31.5664
1,2013-04-20,40.1333,31.4605
1,2013-04-19,40.4581,31.7151
1,2013-04-18,39.8418,31.2320
1,2013-04-17,40.1214,31.4512
1,2013-04-16,39.9351,31.3051
1,2013-04-13,39.4677,30.9308
1,2013-04-12,39.4046,30.8814
1,2013-04-11,39.5555,31.0036
1,2013-04-10,39.8170,31.2086
1,2013-04-09,40.3348,31.6144
1,2013-04-06,40.3428,31.6207
1,2013-04-05,40.4699,31.7203
1,2013-04-04,40.0508,31.3918
1,2013-04-03,39.7012,31.1178
1,2013-04-02,39.6904,31.1093
1,2013-03-30,39.6472,31.0834
1,2013-03-29,39.5360,30.9962
1,2013-03-28,39.3661,30.8630
1,2013-03-27,39.3793,30.8734
1,2013-03-26,39.2328,30.7585
1,2013-03-23,39.4547,30.9325
1,2013-03-22,39.4034,30.8923
1,2013-03-21,39.4702,30.9446
1,2013-03-20,39.3221,30.8285
1,2013-03-19,39.4015,30.8908
1,2013-03-16,39.1832,30.7196
1,2013-03-15,39.2512,30.7769
1,2013-03-14,39.1798,30.7209
1,2013-03-13,39.2168,30.7499
1,2013-03-12,39.2266,30.7576
1,2013-03-08,39.2333,30.7628
1,2013-03-07,39.0479,30.6214
1,2013-03-06,39.1435,30.6963
1,2013-03-05,39.2691,30.7870
1,2013-03-02,39.0792,30.6381
1,2013-03-01,38.9139,30.5124
1,2013-02-28,39.0514,30.6202
1,2013-02-27,39.0214,30.5889
1,2013-02-26,38.6998,30.3368
1,2013-02-23,38.7240,30.3596
1,2013-02-22,38.5634,30.2337
1,2013-02-21,38.3293,30.0502
1,2013-02-20,38.4282,30.1277
1,2013-02-19,38.4258,30.1258
1,2013-02-16,38.4106,30.1139
1,2013-02-15,38.3639,30.0773
1,2013-02-14,38.3536,30.0692
1,2013-02-13,38.4838,30.1713
1,2013-02-12,38.4681,30.1590
1,2013-02-09,38.4662,30.1575
1,2013-02-08,38.3286,30.0496
1,2013-02-07,38.2287,29.9598
1,2013-02-06,38.4370,30.1231
1,2013-02-05,38.1844,29.9251
1,2013-02-02,38.2756,29.9966
1,2013-02-01,38.3005,30.0161
1,2013-01-31,38.3153,30.0277
1,2013-01-30,38.4583,30.1513
1,2013-01-29,38.3651,30.0782
1,2013-01-26,38.3228,30.0451
1,2013-01-25,38.4755,30.1648
1,2013-01-24,38.5577,30.2292
1,2013-01-23,38.5140,30.1950
1,2013-01-22,38.5949,30.2970
1,2013-01-19,38.5287,30.2065
1,2013-01-18,38.7029,30.3431
1,2013-01-17,38.6791,30.3399
1,2013-01-16,38.5913,30.2556
1,2013-01-15,38.5978,30.2607
1,2013-01-12,38.5889,30.2537
1,2013-01-11,38.7309,30.3650
1,2013-01-10,38.8029,30.4215
1,2012-12-30,38.7407,30.3727
1,2012-12-29,38.7407,30.3727
1,2012-12-28,38.8786,30.4808
1,2012-12-27,39.0497,30.6150
1,2012-12-26,39.0212,30.5926
1,2012-12-25,39.2916,30.8046
1,2012-12-22,39.1829,30.7194
1,2012-12-21,39.2337,30.7592
1,2012-12-20,39.2355,30.7606
1,2012-12-19,39.5228,30.9859
1,2012-12-18,39.2469,30.7696
1,2012-12-15,39.1444,30.6892
1,2012-12-14,39.0349,30.6034
1,2012-12-13,39.1991,30.7321
1,2012-12-12,39.2227,30.7506
1,2012-12-11,39.3732,30.8686
1,2012-12-08,39.4987,30.9670
1,2012-12-07,39.4420,30.9107
1,2012-12-06,39.3307,30.8235
1,2012-12-05,39.5281,30.9940
1,2012-12-04,39.3273,30.8365
1,2012-12-01,39.2947,30.8110
1,2012-11-30,39.6078,31.0565
1,2012-11-29,39.7153,31.1408
1,2012-11-28,39.4605,30.9410
1,2012-11-27,39.5614,31.0201
1,2012-11-24,39.7048,31.1325
1,2012-11-23,39.7353,31.1525
1,2012-11-22,40.0788,31.4218
1,2012-11-21,40.0846,31.4263
1,2012-11-20,40.3925,31.6677
1,2012-11-17,40.4571,31.7184
1,2012-11-16,40.4130,31.6919
1,2012-11-15,40.4574,31.7267
1,2012-11-14,40.4443,31.7164
1,2012-11-13,40.3026,31.6053
1,2012-11-10,40.1635,31.4962
1,2012-11-09,40.1869,31.5146
1,2012-11-08,39.9226,31.3033
1,2012-11-07,40.1983,31.5195
1,2012-11-03,40.0226,31.3817
1,2012-11-02,40.0033,31.3666
1,2012-11-01,40.0080,31.3743
1,2012-10-31,40.2005,31.5252
1,2012-10-30,40.0884,31.4373
1,2012-10-27,40.1403,31.4780
1,2012-10-26,39.8494,31.2499
1,2012-10-25,39.9183,31.3039
1,2012-10-24,39.6801,31.1171
1,2012-10-23,39.4089,30.9084
1,2012-10-20,39.2431,30.7823
1,2012-10-19,39.1631,30.7195
1,2012-10-18,39.2611,30.7964
1,2012-10-17,39.4560,30.9493
1,2012-10-16,39.6265,31.0791
1,2012-10-13,39.4923,30.9738
1,2012-10-12,39.7382,31.1667
1,2012-10-11,39.7829,31.2017
1,2012-10-10,39.6524,31.0994
1,2012-10-09,39.6248,31.0777
1,2012-10-06,39.4931,30.9744
1,2012-10-05,39.6699,31.1210
1,2012-10-04,39.7634,31.1944
1,2012-10-03,39.6877,31.1350
1,2012-10-02,39.8442,31.2538
1,2012-09-29,39.4097,30.9169
1,2012-09-28,39.7643,31.1951
1,2012-09-27,39.7987,31.2221
1,2012-09-26,39.7206,31.1608
1,2012-09-25,39.8359,31.2513
1,2012-09-22,39.7281,31.1667
1,2012-09-21,40.2496,31.5758
1,2012-09-20,39.3415,30.8634
1,2012-09-19,39.3620,30.8795
1,2012-09-18,38.9938,30.5867
1,2012-09-15,39.2888,30.8181
1,2012-09-14,40.0296,31.3992
1,2012-09-13,40.1300,31.4780
1,2012-09-12,40.5110,31.7768
1,2012-09-11,40.4412,31.7221
1,2012-09-08,40.8188,32.0142
1,2012-09-07,41.0555,32.1998
1,2012-09-06,41.3882,32.4608
1,2012-09-05,41.0551,32.1995
1,2012-09-04,41.3325,32.4171
1,2012-09-01,41.5235,32.5669
1,2012-08-31,41.1696,32.2934
1,2012-08-30,40.9156,32.0942
1,2012-08-29,40.8084,32.0183
1,2012-08-28,40.6302,31.8703
1,2012-08-25,40.5532,31.8099
1,2012-08-24,40.3914,31.6830
1,2012-08-23,40.5477,31.8056
1,2012-08-22,40.7453,31.9606
1,2012-08-21,40.8165,32.0165
1,2012-08-18,40.5952,31.8469
1,2012-08-17,40.6642,31.9011
1,2012-08-16,40.6032,31.8532
1,2012-08-15,40.5021,31.7739
1,2012-08-14,40.6255,31.8707
1,2012-08-11,40.6647,31.8974
1,2012-08-10,40.1335,31.4807
1,2012-08-09,40.3858,31.6907
1,2012-08-08,40.3574,31.6644
1,2012-08-07,40.7203,31.9451
1,2012-08-04,41.4737,32.5361
1,2012-08-03,41.3720,32.4563
1,2012-08-02,41.2138,32.3322
1,2012-08-01,41.0474,32.2058
1,2012-07-31,41.0249,32.1881
1,2012-07-28,41.0567,32.2131
1,2012-07-27,41.5784,32.6224
1,2012-07-26,42.0159,32.9657
1,2012-07-25,41.5858,32.6324
1,2012-07-24,41.2591,32.3760
1,2012-07-21,40.7173,31.9509
1,2012-07-20,40.8773,32.0764
1,2012-07-19,41.2844,32.4041
1,2012-07-18,41.4114,32.4955
1,2012-07-17,41.5816,32.6208
1,2012-07-14,41.6197,32.6590
1,2012-07-13,41.7052,32.7177
1,2012-07-12,41.8460,32.8282
1,2012-07-11,42.0283,32.9754
1,2012-07-10,42.0478,32.9907
1,2012-07-07,41.5804,32.6240
1,2012-07-06,41.3770,32.4727
1,2012-07-05,41.0483,32.2065
1,2012-07-04,41.3955,32.4789
1,2012-07-03,41.4590,32.5287
1,2012-06-30,41.8263,32.8169
1,2012-06-29,41.9847,32.9412
1,2012-06-28,41.8377,32.8384
1,2012-06-27,42.2427,33.1732
1,2012-06-26,42.2162,33.1693
1,2012-06-23,42.7158,33.5191
1,2012-06-22,41.9337,32.9054
1,2012-06-21,41.4277,32.5166
1,2012-06-20,41.4414,32.5315
1,2012-06-19,40.9318,32.1315
1,2012-06-16,41.2669,32.3945
1,2012-06-15,41.5094,32.5766
1,2012-06-14,41.7088,32.7331
1,2012-06-10,41.5217,32.5862
1,2012-06-09,41.7123,32.7358
1,2012-06-08,41.0092,32.1922
1,2012-06-07,41.7799,32.7889
1,2012-06-06,42.3093,33.2001
1,2012-06-05,43.3679,34.0395
1,2012-06-02,42.9843,33.7384
1,2012-06-01,41.9489,32.9173
1,2012-05-31,41.3335,32.4509
1,2012-05-30,40.8375,32.0860
1,2012-05-29,40.5491,31.8270
1,2012-05-26,40.4602,31.7572
1,2012-05-25,40.2504,31.6247
1,2012-05-24,39.9393,31.3803
1,2012-05-23,39.5674,31.0644
1,2012-05-22,39.6869,31.1582
1,2012-05-19,39.9848,31.3921
1,2012-05-18,39.4061,30.9417
1,2012-05-17,39.4646,30.9758
1,2012-05-16,38.6270,30.3299
1,2012-05-15,38.5593,30.2652
1,2012-05-13,38.4499,30.1793
1,2012-05-12,38.5152,30.2306
1,2012-05-11,38.4428,30.1891
1,2012-05-06,37.9713,29.8075
1,2012-05-05,37.6990,29.5937
1,2012-05-04,37.5181,29.4630
1,2012-05-03,37.4055,29.3708
1,2012-04-29,37.3952,29.3627
1,2012-04-28,37.4725,29.4234
1,2012-04-27,37.2908,29.2770
1,2012-04-26,37.3152,29.2962
1,2012-04-25,37.5031,29.4549
1,2012-04-24,37.5643,29.4880
1,2012-04-21,37.6069,29.5214
1,2012-04-20,37.5904,29.5122
1,2012-04-19,37.5625,29.4978
1,2012-04-18,37.7539,29.6368
1,2012-04-17,37.9126,29.7614
1,2012-04-14,37.5428,29.4711
1,2012-04-13,37.6531,29.5690
1,2012-04-12,37.9563,29.8033
1,2012-04-11,37.7431,29.6359
1,2012-04-10,37.7430,29.6358
1,2012-04-07,37.5199,29.4606
1,2012-04-06,37.4861,29.4303
1,2012-04-05,37.4838,29.4285
1,2012-04-04,37.3035,29.2944
1,2012-04-03,37.3621,29.3479
1,2012-03-31,37.3370,29.3282
1,2012-03-30,37.2966,29.2853
1,2012-03-29,37.0409,29.0845
1,2012-03-28,36.8608,28.9468
1,2012-03-27,37.2228,29.2311
1,2012-03-24,37.4428,29.4038
1,2012-03-23,37.2402,29.2447
1,2012-03-22,37.1933,29.2079
1,2012-03-21,37.1389,29.1652
1,2012-03-20,37.2118,29.2224
1,2012-03-17,37.3699,29.3578
1,2012-03-16,37.6651,29.5822
1,2012-03-15,37.5812,29.5125
1,2012-03-14,37.5768,29.5091
1,2012-03-13,37.7774,29.6666
1,2012-03-12,37.6170,29.5406
1,2012-03-08,37.7813,29.6621
1,2012-03-07,37.5122,29.4508
1,2012-03-06,37.2921,29.2892
1,2012-03-03,37.3150,29.2960
1,2012-03-02,37.3107,29.2889
1,2012-03-01,36.9702,29.0253
1,2012-02-29,36.8700,28.9503
1,2012-02-28,37.0754,29.1264
1,2012-02-25,37.5003,29.4490
1,2012-02-23,37.8888,29.7692
1,2012-02-22,37.9116,29.7796
1,2012-02-21,37.9080,29.7805
1,2012-02-18,38.2094,29.9982
1,2012-02-17,38.4789,30.2098
1,2012-02-16,38.1404,29.9440
1,2012-02-15,38.3223,30.0868
1,2012-02-14,38.0439,29.8873
1,2012-02-11,38.0503,29.8923
1,2012-02-10,37.7938,29.6795
1,2012-02-09,37.8110,29.6930
1,2012-02-08,38.3129,30.0871
1,2012-02-07,38.4979,30.2324
1,2012-02-04,38.4469,30.2385
1,2012-02-03,38.3795,30.1855
1,2012-02-02,38.7051,30.4067
1,2012-02-01,38.5859,30.3131
1,2012-01-31,38.6516,30.3647
1,2012-01-28,38.6489,30.3626
1,2012-01-27,38.6456,30.3600
1,2012-01-26,39.0414,30.6670
1,2012-01-25,39.3064,30.8752
1,2012-01-24,39.8785,31.3325
1,2012-01-21,39.8217,31.2879
1,2012-01-20,40.0633,31.4777
1,2012-01-19,40.1461,31.5428
1,2012-01-18,40.1483,31.5445
1,2012-01-17,40.6445,31.9344
1,2012-01-14,40.1973,31.5830
1,2012-01-13,40.3216,31.6807
1,2012-01-12,40.3368,31.6886
1,2012-01-11,40.5714,31.8729
1,2011-12-31,40.9776,32.1961
1,2011-12-30,40.7531,32.0197
1,2011-12-29,40.1773,31.5633
1,2011-12-28,39.5681,31.0847
1,2011-12-27,39.7487,31.2266
1,2011-12-24,39.7881,31.2575
1,2011-12-23,40.1774,31.5634
1,2011-12-22,40.4283,31.7645
1,2011-12-21,40.7941,32.0519
1,2011-12-20,40.7691,32.0323
1,2011-12-17,40.4354,31.7701
1,2011-12-16,40.6004,31.8957
1,2011-12-15,40.4347,31.7655
1,2011-12-14,40.3085,31.6704
1,2011-12-13,39.9814,31.4134
1,2011-12-10,40.1796,31.5691
1,2011-12-09,39.7490,31.2308
1,2011-12-08,39.6496,31.1527
1,2011-12-07,39.5808,31.1026
1,2011-12-06,39.3316,30.9068
1,2011-12-03,39.2083,30.8099
1,2011-12-02,39.2626,30.8486
1,2011-12-01,39.9645,31.4001
1,2011-11-30,39.8646,31.3216
1,2011-11-29,39.9894,31.4117
1,2011-11-26,40.2022,31.5788
1,2011-11-25,40.0210,31.4365
1,2011-11-24,39.7369,31.2133
1,2011-11-23,39.5432,31.0612
1,2011-11-22,39.4262,30.9693
1,2011-11-19,39.3622,30.9190
1,2011-11-18,39.1263,30.7337
1,2011-11-17,39.2638,30.8417
1,2011-11-16,39.0325,30.6600
1,2011-11-15,38.5592,30.2921
1,2011-11-12,38.8597,30.5282
1,2011-11-11,39.2635,30.8454
1,2011-11-10,38.3091,30.1033
1,2011-11-09,38.8157,30.5014
1,2011-11-08,38.9023,30.5694
1,2011-11-04,39.2515,30.8438
1,2011-11-03,39.0468,30.6830
1,2011-11-02,38.9933,30.6448
1,2011-11-01,38.3459,30.1245
1,2011-10-29,38.0572,29.8977
1,2011-10-28,38.4955,30.2421
1,2011-10-27,38.9170,30.5732
1,2011-10-26,38.8053,30.4971
1,2011-10-25,39.2232,30.8255
1,2011-10-22,39.8729,31.3361
1,2011-10-21,39.9221,31.3788
1,2011-10-20,39.3457,30.9257
1,2011-10-19,39.4063,30.9694
1,2011-10-18,39.1106,30.7370
1,2011-10-15,39.4331,30.9905
1,2011-10-14,39.7065,31.2014
1,2011-10-13,39.9785,31.4151
1,2011-10-12,39.9885,31.4270
1,2011-10-11,40.7299,32.0096
1,2011-10-08,40.9728,32.2005
1,2011-10-07,41.3647,32.5085
1,2011-10-06,41.5287,32.6374
1,2011-10-05,41.5828,32.6799
1,2011-10-04,41.4671,32.5890
1,2011-10-01,40.9828,32.1100
1,2011-09-30,40.5123,31.8751
1,2011-09-29,40.4346,31.8180
1,2011-09-28,40.9456,32.2201
1,2011-09-27,41.3159,32.4619
1,2011-09-24,40.9023,32.1083
1,2011-09-23,40.6504,31.9106
1,2011-09-22,40.0155,31.4122
1,2011-09-21,40.1223,31.4960
1,2011-09-20,39.3223,30.8680
1,2011-09-17,38.8953,30.5328
1,2011-09-16,38.8589,30.5042
1,2011-09-15,38.6806,30.3643
1,2011-09-14,38.4550,30.1872
1,2011-09-13,38.6031,30.3034
1,2011-09-10,37.8222,29.6904
1,2011-09-09,37.5815,29.5015
1,2011-09-08,37.5675,29.4905
1,2011-09-07,37.7206,29.6107
1,2011-09-06,37.3804,29.3436
1,2011-09-03,37.0196,29.0604
1,2011-09-02,36.8039,28.8911
1,2011-09-01,36.8507,28.9278
1,2011-08-31,36.7604,28.8569
1,2011-08-30,36.5045,28.7108
1,2011-08-27,36.7091,28.8717
1,2011-08-26,36.7228,28.8825
1,2011-08-25,36.7545,28.9037
1,2011-08-24,36.8240,28.9547
1,2011-08-23,37.2065,29.2555
1,2011-08-20,37.2261,29.2709
1,2011-08-19,36.7644,28.9115
1,2011-08-18,36.5171,28.7207
1,2011-08-17,36.4949,28.7032
1,2011-08-16,36.6865,28.8576
1,2011-08-13,37.4335,29.4452
1,2011-08-12,37.3977,29.4170
1,2011-08-11,37.2619,29.3065
1,2011-08-10,37.4734,29.4166
1,2011-08-09,36.3325,28.5210
1,2011-08-06,36.0354,28.3382
1,2011-08-05,35.4059,27.8432
1,2011-08-04,35.4776,27.8996
1,2011-08-03,35.3661,27.8154
1,2011-08-02,34.9910,27.5204
1,2011-07-30,35.1889,27.6796
1,2011-07-29,35.0759,27.5907
1,2011-07-28,34.9026,27.4439
1,2011-07-27,35.0280,27.5460
1,2011-07-26,35.2718,27.7413
1,2011-07-23,35.2408,27.7169
1,2011-07-22,35.4883,27.9080
1,2011-07-21,35.6645,28.0466
1,2011-07-20,35.8058,28.1505
1,2011-07-19,35.8401,28.1775
1,2011-07-16,35.7677,28.1277
1,2011-07-15,35.6783,28.0610
1,2011-07-14,35.9259,28.2557
1,2011-07-13,36.0938,28.3842
1,2011-07-12,35.6984,28.0839
1,2011-07-09,35.4403,27.8880
1,2011-07-08,35.5595,27.9853
1,2011-07-07,35.4393,27.8907
1,2011-07-06,35.4120,27.8622
1,2011-07-05,35.3377,27.8037
1,2011-07-02,35.4056,27.8536
1,2011-07-01,35.4298,27.8726
1,2011-06-30,35.6790,28.0758
1,2011-06-29,35.8816,28.2352
1,2011-06-28,36.0155,28.3478
1,2011-06-25,35.7839,28.1655
1,2011-06-24,35.6458,28.0568
1,2011-06-23,35.4325,27.8960
1,2011-06-22,35.5796,28.0118
1,2011-06-21,35.7820,28.1783
1,2011-06-18,35.7677,28.1778
1,2011-06-17,35.7787,28.1900
1,2011-06-16,35.3917,27.8957
1,2011-06-15,35.3951,27.8984
1,2011-06-11,35.2495,27.7907
1,2011-06-10,35.1253,27.7033
1,2011-06-09,35.1017,27.6847
1,2011-06-08,35.2198,27.7814
1,2011-06-07,35.1986,27.7752
1,2011-06-04,35.3162,27.8751
1,2011-06-03,35.5276,28.0419
1,2011-06-02,35.4297,27.9682
1,2011-06-01,35.4453,27.9805
1,2011-05-31,35.5477,28.0685
1,2011-05-28,35.6087,28.1166
1,2011-05-27,35.7497,28.2280
1,2011-05-26,36.0590,28.4794
1,2011-05-25,35.9962,28.4370
1,2011-05-24,35.8757,28.3418
1,2011-05-21,35.3259,27.9145
1,2011-05-20,35.3800,27.9608
1,2011-05-19,35.4796,28.0466
1,2011-05-18,35.5695,28.1177
1,2011-05-17,35.5660,28.1220
1,2011-05-14,35.2171,27.8497
1,2011-05-13,35.3404,27.9472
1,2011-05-12,34.9245,27.6288
1,2011-05-11,35.2225,27.8645
1,2011-05-07,34.9728,27.6635
1,2011-05-06,34.4572,27.2625
1,2011-05-05,34.5899,27.3675
1,2011-05-04,34.5442,27.3348
1,2011-04-30,34.7425,27.5022
1,2011-04-29,34.5709,27.4977
1,2011-04-28,34.8433,27.7144
1,2011-04-27,35.0722,27.8964
1,2011-04-26,35.1929,27.9924
1,2011-04-23,35.1265,27.9396
1,2011-04-22,35.1267,27.9398
1,2011-04-21,35.3856,28.1457
1,2011-04-20,35.7321,28.4213
1,2011-04-19,35.4081,28.1636
1,2011-04-16,35.4805,28.2212
1,2011-04-15,35.4395,28.1886
1,2011-04-14,35.3464,28.1145
1,2011-04-13,35.3855,28.1456
1,2011-04-12,35.1720,27.9758
1,2011-04-09,35.3547,28.1211
1,2011-04-08,35.4898,28.2286
1,2011-04-07,35.4745,28.2164
1,2011-04-06,35.5938,28.3113
1,2011-04-05,35.4887,28.2277
1,2011-04-02,35.6656,28.3684
1,2011-04-01,35.8514,28.5162
1,2011-03-31,35.7418,28.4290
1,2011-03-30,35.6344,28.3436
1,2011-03-29,35.7191,28.4110
1,2011-03-26,35.4837,28.2237
1,2011-03-25,35.7072,28.4015
1,2011-03-24,35.5419,28.2700
1,2011-03-23,35.3987,28.1561
1,2011-03-22,35.6644,28.3675
1,2011-03-19,35.8012,28.4763
1,2011-03-18,36.1355,28.7422
1,2011-03-17,36.0299,28.6582
1,2011-03-16,36.1155,28.7263
1,2011-03-15,36.0372,28.6640
1,2011-03-12,35.9966,28.6317
1,2011-03-11,35.7501,28.4356
1,2011-03-10,35.5727,28.2945
1,2011-03-06,35.4183,28.1717
1,2011-03-05,35.4388,28.1880
1,2011-03-04,35.6082,28.3228
1,2011-03-03,35.9916,28.6277
1,2011-03-02,36.1540,28.7569
1,2011-03-01,36.3374,28.9028
1,2011-02-26,36.3848,28.9405
1,2011-02-25,36.6622,29.1611
1,2011-02-23,36.8191,29.2859
1,2011-02-22,36.6544,29.1549
1,2011-02-19,36.7846,29.2585
1,2011-02-18,36.7673,29.2447
1,2011-02-17,36.8035,29.2735
1,2011-02-16,36.8180,29.2850
1,2011-02-15,36.7844,29.2583
1,2011-02-12,36.8620,29.3200
1,2011-02-11,36.8948,29.3535
1,2011-02-10,36.8196,29.3010
1,2011-02-09,36.7479,29.2550
1,2011-02-08,36.8910,29.3689
1,2011-02-05,36.9471,29.4136
1,2011-02-04,36.8658,29.3489
1,2011-02-03,36.9575,29.4219
1,2011-02-02,37.2407,29.6548
1,2011-02-01,37.3972,29.8018
1,2011-01-29,37.2298,29.6684
1,2011-01-28,37.2085,29.6738
1,2011-01-27,37.3424,29.7768
1,2011-01-26,37.3649,29.7948
1,2011-01-25,37.4362,29.8516
1,2011-01-22,37.6359,30.0109
1,2011-01-21,37.5153,29.9147
1,2011-01-20,37.4031,29.8252
1,2011-01-19,37.4819,29.8881
1,2011-01-18,37.6892,30.0534
1,2011-01-15,37.5646,29.9540
1,2011-01-14,37.6252,30.0926
1,2011-01-13,38.0080,30.3988
1,2011-01-12,38.2911,30.6252
1,2011-01-01,37.9476,30.3505
1,2010-12-31,38.1057,30.4769
1,2010-12-30,37.9585,30.3592
1,2010-12-29,37.8495,30.2720
1,2010-12-28,38.0714,30.4495
1,2010-12-25,38.2318,30.5778
1,2010-12-24,38.2498,30.5922
1,2010-12-23,38.4080,30.7187
1,2010-12-22,38.4081,30.7188
1,2010-12-21,38.4779,30.7746
1,2010-12-18,38.3448,30.6682
1,2010-12-17,38.4506,30.7528
1,2010-12-16,38.4095,30.7199
1,2010-12-15,38.4405,30.7447
1,2010-12-14,38.6354,30.9006
1,2010-12-11,38.5851,30.8604
1,2010-12-10,38.7386,30.9831
1,2010-12-09,39.0635,31.2430
1,2010-12-08,39.0395,31.2238
1,2010-12-07,39.1182,31.2867
1,2010-12-04,39.0899,31.2641
1,2010-12-03,39.1995,31.3518
1,2010-12-02,39.3292,31.4555
1,2010-12-01,39.1767,31.3335
1,2010-11-30,39.1424,31.3061
1,2010-11-27,39.2022,31.3539
1,2010-11-26,39.1150,31.2842
1,2010-11-25,39.1259,31.2929
1,2010-11-24,39.0900,31.2642
1,2010-11-23,38.7534,30.9950
1,2010-11-20,38.6959,30.9490
1,2010-11-19,39.0096,31.1999
1,2010-11-18,39.1957,31.3487
1,2010-11-17,38.8297,31.0560
1,2010-11-16,38.5886,30.8632
1,2010-11-14,38.5614,30.8414
1,2010-11-13,38.4749,30.7722
1,2010-11-12,38.1479,30.5107
1,2010-11-11,38.3752,30.6925
1,2010-11-10,38.5861,30.8612
1,2010-11-09,38.5133,30.8029
1,2010-11-04,38.4396,30.7709
1,2010-11-03,38.4686,30.7941
1,2010-11-02,38.4432,30.7738
1,2010-10-30,38.4296,30.7821
1,2010-10-29,38.3004,30.6786
1,2010-10-28,38.1625,30.5682
1,2010-10-27,37.9289,30.4000
1,2010-10-26,37.7115,30.2258
1,2010-10-23,38.0508,30.4977
1,2010-10-22,38.3466,30.7348
1,2010-10-21,38.4240,30.7968
1,2010-10-20,37.9477,30.4151
1,2010-10-19,38.0547,30.5237
1,2010-10-16,37.5568,30.1243
1,2010-10-15,37.3164,29.9315
1,2010-10-14,37.5600,30.1269
1,2010-10-13,37.4969,30.0763
1,2010-10-12,37.1920,29.8317
1,2010-10-09,37.2879,29.9086
1,2010-10-08,36.9448,29.6334
1,2010-10-07,37.2544,29.8929
1,2010-10-06,37.9312,30.4360
